,Year,Mileage,Engine,Power,Seats,Price,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol
1926,2018,28,2979.0,320,5.0,142492,0,0,0,1
1927,2012,30,1798.0,160,5.0,5020,0,0,0,1
1928,2009,44,1061.0,67,5.0,2297,0,0,0,1
1929,2013,44,1461.0,108.45,5.0,9264,0,1,0,0
1930,2015,48,1373.0,91.1,5.0,9051,0,0,0,1
1931,2012,53,1582.0,126.24,5.0,13690,0,1,0,0
1932,2015,50,1498.0,103.52,5.0,6465,0,1,0,0
1933,2013,34,2143.0,170,5.0,35748,0,1,0,0
1934,2011,27,2354.0,177.6,5.0,9659,0,0,0,1
1935,2014,54,998.0,67.04,5.0,5172,0,0,0,1
1936,2017,28,2979.0,320,5.0,141473,0,0,0,1
1937,2014,53,1995.0,190,5.0,32858,0,1,0,0
1938,2011,48,1598.0,103.6,5.0,6084,0,1,0,0
1939,2018,55,1248.0,74,5.0,8366,0,1,0,0
1940,2012,29,2179.0,147.51,5.0,29283,0,1,0,0
1941,2012,51,1396.0,90,5.0,6008,0,1,0,0
1942,2012,66,1248.0,73.75,5.0,6465,0,1,0,0
1943,2018,40,1956.0,170,5.0,25891,0,1,0,0
1944,2012,48,1248.0,88.76,7.0,9887,0,1,0,0
1945,2011,36,1196.0,70,5.0,4487,0,0,0,1
1946,2013,50,1364.0,86.79,5.0,10831,0,1,0,0
1947,2018,57,1248.0,88.5,5.0,17113,0,1,0,0
1948,2009,39,1497.0,118,5.0,4183,0,0,0,1
1949,2015,36,2179.0,120,7.0,18254,0,1,0,0
1950,2014,47,1197.0,81.86,5.0,5582,0,0,0,1
1951,2008,36,1390.0,75,5.0,3498,0,0,0,1
1952,2008,43,1896.0,66,5.0,3346,0,1,0,0
1953,2014,28,2987.0,224,7.0,62370,0,1,0,0
1954,2016,48,1995.0,190,5.0,43354,0,1,0,0
1955,2015,35,1598.0,103.2,5.0,8351,0,0,0,1
1956,2013,38,1968.0,147.51,5.0,26621,0,1,0,0
1957,2009,32,1399.0,68,5.0,3027,0,1,0,0
1958,2016,52,1582.0,126.3,5.0,10100,0,1,0,0
1959,2017,32,2393.0,147.8,7.0,25100,0,1,0,0
1960,2016,44,1197.0,82,5.0,7606,0,0,0,1
1961,2017,39,1198.0,73.75,5.0,8214,0,0,0,1
1962,2017,59,799.0,53.3,5.0,4548,0,0,0,1
1963,2011,39,1497.0,118,5.0,6237,0,0,0,1
1964,2018,44,1197.0,81.86,5.0,10283,0,0,0,1
1965,2016,44,999.0,75,5.0,8366,0,0,0,1
1966,2014,59,1248.0,74,5.0,9112,0,1,0,0
1967,2012,50,1461.0,84.8,5.0,3939,0,1,0,0
1968,2013,38,2179.0,187.7,5.0,40692,0,1,0,0
1969,2016,66,1248.0,88.5,5.0,12930,0,1,0,0
1970,2011,30,1968.0,167.6,5.0,34988,0,1,0,0
1971,2014,36,1196.0,70.02,5.0,5096,0,0,0,1
1972,2012,27,2199.0,194.3,7.0,16353,0,1,0,0
1973,2013,28,2179.0,120,8.0,9568,0,1,0,0
1974,2014,46,1461.0,108.45,5.0,11789,0,1,0,0
1975,2012,35,1968.0,140.8,5.0,20536,0,1,0,0
1976,2013,35,1196.0,73,7.0,5704,0,0,0,1
1977,2011,32,2498.0,112,7.0,5704,0,1,0,0
1978,2006,44,998.0,67.1,5.0,2281,0,0,0,1
1979,2005,32,1061.0,64,5.0,2205,0,0,0,1
1980,2013,36,1586.0,103.3,5.0,6267,0,0,0,1
1981,2016,32,2393.0,147.8,7.0,26028,0,1,0,0
1982,2015,30,2494.0,100.6,7.0,15592,0,1,0,0
1983,2011,51,1199.0,73.9,5.0,3787,0,1,0,0
1984,2015,39,1496.0,88.73,5.0,5856,0,0,0,1
1985,2014,53,1498.0,89.84,5.0,9507,0,1,0,0
1986,2015,56,1120.0,70,5.0,7423,0,1,0,0
1987,2016,42,1497.0,117.3,5.0,14375,0,0,0,1
1988,2007,30,2494.0,102,8.0,7301,0,1,0,0
1989,2012,49,814.0,55.2,5.0,3027,0,0,0,1
1990,2010,47,1197.0,78.9,5.0,4259,0,0,0,1
1991,2011,28,1796.0,185,5.0,33466,0,0,0,1
1992,2012,37,2523.0,62.1,7.0,6541,0,1,0,0
1993,2014,47,1968.0,138.1,5.0,14831,0,1,0,0
1994,2015,47,1197.0,81.80,5.0,8975,0,0,0,1
1995,2013,38,1968.0,147.51,5.0,22057,0,1,0,0
1996,2009,41,1399.0,68,5.0,3650,0,1,0,0
1997,2008,35,1586.0,104.68,5.0,3209,0,0,0,1
1998,2017,44,1197.0,82,5.0,11561,0,0,0,1
1999,2012,40,1197.0,85.80,5.0,5476,0,0,0,1
2000,2013,24,2179.0,120,8.0,9127,0,1,0,0
2001,2014,36,2179.0,120,7.0,11333,0,1,0,0
2002,2011,46,796.0,46.3,5.0,3194,0,0,0,1
2003,2013,44,1461.0,108.45,5.0,7910,0,1,0,0
2004,2017,49,1197.0,81.80,5.0,9674,0,0,0,1
2005,2015,30,2494.0,100.6,7.0,17676,0,1,0,0
2006,2015,39,2993.0,261.49,5.0,66325,0,1,0,0
2007,2009,31,1991.0,142,5.0,7453,0,1,0,0
2008,2015,44,1461.0,108.45,5.0,10192,0,1,0,0
2009,2013,78,998.0,67.04,5.0,4639,1,0,0,0
2010,2014,40,1968.0,174.33,5.0,38030,0,1,0,0
2011,2018,40,1956.0,170,5.0,28979,0,1,0,0
2012,2015,40,1396.0,105.5,5.0,6845,0,0,0,1
2013,2013,42,1198.0,86.7,5.0,6313,0,0,0,1
2014,2015,46,1582.0,126.2,5.0,18102,0,1,0,0
2015,2011,46,1086.0,68.05,5.0,3194,0,0,0,1
2016,2016,43,1493.0,100,7.0,10572,0,1,0,0
2017,2008,41,1298.0,85.8,5.0,3650,0,0,0,1
2018,2007,31,1495.0,94,5.0,4031,0,0,0,1
2019,2014,35,2179.0,140,7.0,13690,0,1,0,0
2020,2012,49,998.0,67.1,5.0,3194,0,0,0,1
2021,2011,43,1199.0,79.4,5.0,3803,0,0,0,1
2022,2009,29,2698.0,179.5,5.0,13614,0,1,0,0
2023,2017,48,1496.0,113.98,5.0,51721,0,1,0,0
2024,2015,41,1193.0,88.7,5.0,6084,0,0,0,1
2025,2014,61,1498.0,98.6,5.0,6769,0,1,0,0
2026,2010,43,1199.0,79.4,5.0,2281,0,0,0,1
2027,2011,38,1968.0,140,5.0,22057,0,1,0,0
2028,2015,61,1498.0,99,5.0,12793,0,1,0,0
2029,2014,44,1582.0,126.32,5.0,8290,0,1,0,0
2030,2015,42,1497.0,117.3,5.0,13538,0,0,0,1
2031,2012,47,1197.0,78.9,5.0,5552,0,0,0,1
2032,2015,43,1995.0,190,5.0,44115,0,1,0,0
2033,2013,38,1968.0,147.51,5.0,20536,0,1,0,0
2034,2008,23,2354.0,152,5.0,8214,0,0,0,1
2035,2016,44,1197.0,81.86,5.0,8959,0,0,0,1
2036,2016,66,1248.0,88.5,5.0,12854,0,1,0,0
2037,2011,40,1497.0,117.3,5.0,6084,0,0,0,1
2038,2013,22,2993.0,313,4.0,68454,0,1,0,0
2039,2016,54,998.0,67.04,5.0,5993,0,0,0,1
2040,2011,32,1995.0,148,5.0,12169,0,1,0,0
2041,2013,47,1399.0,68,5.0,6237,0,1,0,0
2042,2006,30,2494.0,102,7.0,9507,0,1,0,0
2043,2015,66,1248.0,73.75,5.0,7986,0,1,0,0
2044,2019,44,2996.0,362.07,2.0,127721,0,0,0,1
2045,2013,37,1950.0,194,5.0,31945,0,1,0,0
2046,2015,44,1197.0,81.86,5.0,6541,0,0,0,1
2047,2014,40,1497.0,117.3,7.0,7986,0,0,0,1
2048,2010,27,4806.0,550,5.0,48679,0,0,0,1
2049,2013,40,1493.0,100,7.0,5932,0,1,0,0
2050,2007,31,1794.0,125,5.0,3346,0,0,0,1
2051,2016,59,1198.0,77,6.0,5628,0,1,0,0
2052,2010,25,2497.0,215,5.0,17144,0,0,0,1
2053,2013,53,796.0,47.3,5.0,3666,0,0,0,1
2054,2015,36,1968.0,174.33,5.0,28903,0,1,0,0
2055,2015,55,1364.0,67.05,5.0,8823,0,1,0,0
2056,2016,35,2179.0,140,7.0,20566,0,1,0,0
2057,2015,30,2982.0,168.7,7.0,37269,0,1,0,0
2058,2014,57,1193.0,55.23,5.0,4943,1,0,0,0
2059,2017,42,2143.0,201.15,5.0,86298,0,1,0,0
2060,2015,46,1582.0,126.2,5.0,15136,0,1,0,0
2061,2012,39,1497.0,118,5.0,8366,0,0,0,1
2062,2015,40,1968.0,174.33,5.0,38030,0,1,0,0
2063,2009,40,993.0,60,5.0,1521,0,0,0,1
2064,2011,46,796.0,46.3,5.0,3270,0,0,0,1
2065,2018,50,1197.0,83.1,5.0,12002,0,0,0,1
2066,2015,37,2179.0,140,7.0,15592,0,1,0,0
2067,2007,44,1194.0,94.68,5.0,9127,0,0,0,1
2068,2017,43,1197.0,81.86,5.0,11454,0,0,0,1
2069,2018,45,2143.0,167.62,5.0,60012,0,1,0,0
2070,2014,41,1497.0,117.3,5.0,8883,0,0,0,1
2071,2017,44,1499.0,110.4,5.0,13158,0,0,0,1
2072,2017,50,1197.0,83.1,5.0,11774,0,0,0,1
2073,2008,47,1197.0,78.9,5.0,3803,0,0,0,1
2074,2007,30,2494.0,102,8.0,8670,0,1,0,0
2075,2016,50,1197.0,83.1,5.0,8823,0,0,0,1
2076,2012,28,2967.0,241.4,7.0,55524,0,1,0,0
2077,2012,30,2199.0,194.3,7.0,14451,0,1,0,0
2078,2013,39,1497.0,118,5.0,6921,0,0,0,1
2079,2012,51,1396.0,90,5.0,5932,0,1,0,0
2080,2007,31,2523.0,63,7.0,4107,0,1,0,0
2081,2017,30,2755.0,174.5,7.0,47157,0,1,0,0
2082,2009,25,2497.0,215,5.0,15668,0,0,0,1
2083,2010,37,1995.0,181,5.0,11789,0,1,0,0
2084,2012,44,998.0,67.1,5.0,4867,0,0,0,1
2085,2013,59,1248.0,88.50,7.0,7377,0,1,0,0
2086,2016,36,1999.0,177,5.0,51843,0,1,0,0
2087,2017,57,1248.0,88.5,7.0,12321,0,1,0,0
2088,2016,58,1396.0,69.01,5.0,3574,0,1,0,0
2089,2012,49,998.0,67.1,5.0,2738,0,0,0,1
2090,2015,49,814.0,55.2,5.0,5202,0,0,0,1
2091,2010,26,2953.0,153.86,7.0,8123,0,1,0,0
2092,2018,29,2198.0,158,7.0,48663,0,1,0,0
2093,2011,48,1598.0,103.6,5.0,7225,0,1,0,0
2094,2014,44,1373.0,91.1,5.0,9279,0,0,0,1
2095,2013,49,814.0,55.2,5.0,5613,0,0,0,1
2096,2012,33,1968.0,174.3,5.0,22818,0,1,0,0
2097,2016,37,2179.0,140,7.0,22057,0,1,0,0
2098,2013,66,1248.0,74,5.0,8594,0,1,0,0
2099,2011,49,1248.0,73.9,5.0,3803,0,1,0,0
2100,2017,46,2143.0,201.15,5.0,58566,0,1,0,0
2101,2014,44,1461.0,108.45,5.0,8351,0,1,0,0
2102,2013,44,1197.0,85.8,5.0,5400,0,0,0,1
2103,2014,30,2494.0,100.6,7.0,16353,0,1,0,0
2104,2016,37,1591.0,121.3,5.0,16733,0,0,0,1
2105,2014,51,1248.0,88.73,5.0,6845,0,1,0,0
2106,2014,35,2179.0,140,7.0,12808,0,1,0,0
2107,2017,42,1497.0,117.3,5.0,17646,0,0,0,1
2108,2016,38,2179.0,187.7,5.0,51158,0,1,0,0
2109,2008,41,1399.0,68,5.0,3422,0,1,0,0
2110,2010,25,2497.0,150,5.0,19699,0,0,0,1
2111,2014,41,1968.0,174.33,5.0,38060,0,1,0,0
2112,2014,43,1198.0,86.8,5.0,6008,0,0,0,1
2113,2011,39,1497.0,118,5.0,6693,0,0,0,1
2114,2015,38,1198.0,73.9,5.0,7530,0,0,0,1
2115,2010,28,2179.0,120,8.0,8366,0,1,0,0
2116,2011,39,1497.0,116.3,5.0,4943,0,0,0,1
2117,2013,35,1598.0,103.5,5.0,6115,0,0,0,1
2118,2016,37,2179.0,140,7.0,17843,0,1,0,0
2119,2012,35,1896.0,105,5.0,14451,0,1,0,0
2120,2017,50,1197.0,83.1,5.0,13082,0,0,0,1
2121,2013,60,1498.0,98.6,5.0,6084,0,1,0,0
2122,2015,35,1598.0,103.2,5.0,8442,0,0,0,1
2123,2015,53,796.0,47.3,5.0,3803,0,0,0,1
2124,2017,42,2993.0,255,7.0,63282,0,1,0,0
2125,2015,42,1497.0,117.3,5.0,11272,0,0,0,1
2126,2014,44,1461.0,108.5,5.0,9887,0,1,0,0
2127,2008,46,796.0,46.3,5.0,1825,0,0,0,1
2128,2015,33,2755.0,174.5,7.0,34988,0,1,0,0
2129,2012,51,1396.0,90,5.0,4168,0,1,0,0
2130,2013,47,1399.0,68,5.0,5932,0,1,0,0
2131,2017,57,1248.0,88.5,5.0,12169,0,1,0,0
2132,2012,52,1582.0,126.32,5.0,6084,0,1,0,0
2133,2016,30,1999.0,152.88,5.0,27001,0,0,0,1
2134,2013,49,1248.0,73.9,5.0,7682,0,1,0,0
2135,2011,25,1984.0,132,5.0,18254,0,0,0,1
2136,2016,30,2143.0,204,5.0,45028,0,1,0,0
2137,2015,46,1461.0,83.8,5.0,9887,0,1,0,0
2138,2014,36,1198.0,86.7,5.0,7225,0,0,0,1
2139,2016,21,1984.0,181,5.0,37056,0,1,0,0
2140,2011,41,1197.0,85.8,5.0,4867,0,0,0,1
2141,2016,52,998.0,67.04,5.0,5476,0,0,0,1
2142,2017,39,796.0,34.2,5.0,5445,0,0,0,1
2143,2011,50,1248.0,88.8,5.0,3803,0,1,0,0
2144,2013,55,1498.0,90,5.0,5324,0,1,0,0
2145,2015,45,2494.0,158.2,5.0,38030,0,0,0,1
2146,2010,52,998.0,67.04,5.0,2662,0,0,0,1
2147,2005,25,2987.0,198.5,5.0,15212,0,1,0,0
2148,2018,50,1197.0,83.1,5.0,11789,0,0,0,1
2149,2016,43,1199.0,88.7,5.0,9811,0,0,0,1
2150,2017,36,2179.0,120,7.0,15212,0,1,0,0
2151,2014,38,1198.0,74,5.0,6845,0,0,0,1
2152,2015,39,1197.0,80,5.0,5172,0,0,0,1
2153,2010,28,2362.0,164.7,5.0,6845,0,0,0,1
2154,2015,44,998.0,67.1,5.0,6541,0,0,0,1
2155,2018,42,1995.0,190,5.0,69976,0,1,0,0
2156,2016,56,998.0,67.1,5.0,5172,0,0,0,1
2157,2013,34,2143.0,170,5.0,22057,0,1,0,0
2158,2013,58,796.0,47.3,5.0,3194,0,0,0,1
2159,2012,43,1197.0,85.8,5.0,5552,0,0,0,1
2160,2014,42,1199.0,82.5,5.0,4563,0,0,0,1
2161,2009,54,1396.0,90,5.0,6008,0,1,0,0
2162,2012,27,2496.0,163.2,5.0,10268,0,1,0,0
2163,2013,50,1364.0,87.2,5.0,9933,0,1,0,0
2164,2015,30,2982.0,168.5,7.0,33466,0,1,0,0
2165,2013,33,1598.0,103.52,5.0,7225,0,0,0,1
2166,2017,38,1198.0,86.8,5.0,9112,0,0,0,1
2167,2011,38,1198.0,73.9,5.0,4639,0,0,0,1
2168,2010,38,1198.0,73.9,5.0,3650,0,0,0,1
2169,2007,42,998.0,67.1,5.0,1977,0,0,0,1
2170,2016,55,1364.0,67.06,5.0,10207,0,1,0,0
2171,2014,35,2179.0,140,7.0,10952,0,1,0,0
2172,2016,44,1197.0,82,5.0,8214,0,0,0,1
2173,2015,53,1498.0,89.84,5.0,10085,0,1,0,0
2174,2016,41,1373.0,80.46,7.0,11409,1,0,0,0
2175,2018,42,1497.0,117.3,5.0,21616,0,0,0,1
2176,2010,39,1497.0,118,5.0,4563,0,0,0,1
2177,2017,54,998.0,67.04,5.0,7773,0,0,0,1
2178,2011,35,1598.0,103.6,5.0,5156,0,0,0,1
2179,2017,26,2755.0,171.5,7.0,34972,0,1,0,0
2180,2009,43,1197.0,80,5.0,3574,0,0,0,1
2181,2012,54,1248.0,73.94,5.0,4335,0,1,0,0
2182,2014,41,1968.0,174.33,5.0,28142,0,1,0,0
2183,2014,31,1598.0,102.57,5.0,9112,0,0,0,1
2184,2008,31,1799.0,130,5.0,4563,0,0,0,1
2185,2016,56,1199.0,84,5.0,5476,0,0,0,1
2186,2014,38,1968.0,147.51,5.0,36509,0,1,0,0
2187,2015,44,1197.0,85.8,5.0,9522,0,0,0,1
2188,2010,33,2755.0,174.5,7.0,20840,0,1,0,0
2189,2016,35,2143.0,203.2,5.0,53242,0,1,0,0
2190,2015,51,1396.0,90,5.0,7636,0,1,0,0
2191,2015,50,1197.0,81.80,5.0,4715,0,0,0,1
2192,2012,48,1598.0,103.6,5.0,8366,0,1,0,0
2193,2014,44,1197.0,85.8,5.0,5461,0,0,0,1
2194,2015,47,1248.0,91.7,5.0,7073,0,1,0,0
2195,2009,39,1497.0,118,5.0,5780,0,0,0,1
2196,2016,46,1582.0,126.2,5.0,19015,0,1,0,0
2197,2017,60,1498.0,98.6,5.0,19623,0,1,0,0
2198,2015,32,796.0,35,5.0,3574,0,0,0,1
2199,2015,47,1197.0,81.80,5.0,6313,0,0,0,1
2200,2012,32,2987.0,224,5.0,34349,0,1,0,0
2201,2016,58,796.0,47.3,5.0,4031,0,0,0,1
2202,2010,36,1196.0,70,5.0,3422,0,0,0,1
2203,2016,32,2393.0,147.8,7.0,24339,0,1,0,0
2204,2013,43,1995.0,177,5.0,29663,0,1,0,0
2205,2015,30,2199.0,194.3,7.0,31945,0,1,0,0
2206,2012,52,1995.0,190,5.0,26621,0,1,0,0
2207,2010,41,1399.0,68,5.0,3666,0,1,0,0
2208,2014,29,2179.0,187.7,5.0,45530,0,1,0,0
2209,2009,46,796.0,46.3,5.0,1551,0,0,0,1
2210,2009,27,2982.0,171,7.0,16733,0,1,0,0
2211,2013,37,1499.0,110,5.0,8138,0,0,0,1
2212,2017,50,1197.0,83.1,5.0,8594,0,0,0,1
2213,2015,55,1998.0,112,5.0,33466,0,1,0,0
2214,2013,40,1591.0,121.4,5.0,9051,0,0,0,1
2215,2011,47,1399.0,68,5.0,3574,0,1,0,0
2216,2014,60,1498.0,98.6,5.0,6237,0,1,0,0
2217,2012,44,1461.0,108.45,5.0,8214,0,1,0,0
2218,2017,54,1498.0,98.96,5.0,12854,0,1,0,0
2219,2013,26,2993.0,241,4.0,64651,0,1,0,0
2220,2010,33,2755.0,174.5,7.0,16353,0,1,0,0
2221,2010,31,1086.0,62.1,5.0,2510,0,0,1,0
2222,2015,26,2696.0,184,7.0,16779,0,1,0,0
2223,2016,54,998.0,67.04,5.0,5324,0,0,0,1
2224,2016,43,1197.0,81.83,5.0,9583,0,0,0,1
2225,2014,44,999.0,123.24,5.0,10268,0,0,0,1
2226,2017,61,1248.0,88.5,5.0,11409,0,1,0,0
2227,2013,40,1968.0,174.33,5.0,23578,0,1,0,0
2228,2015,42,1198.0,86.7,5.0,7073,0,0,0,1
2229,2016,36,1499.0,110.4,5.0,11530,0,0,0,1
2230,2013,49,998.0,67.1,5.0,3346,0,0,0,1
2231,2011,39,2967.0,241.38,5.0,31945,0,1,0,0
2232,2011,43,1968.0,167.7,5.0,7986,0,1,0,0
2233,2016,66,1248.0,74,5.0,7940,0,1,0,0
2234,2011,45,1461.0,65,5.0,3042,0,1,0,0
2235,2018,50,1462.0,103.25,5.0,13964,0,0,0,1
2236,2013,61,624.0,35,4.0,2646,0,0,0,1
2237,2011,39,1497.0,118,5.0,6769,0,0,0,1
2238,2017,42,1196.0,86.8,5.0,7530,0,0,0,1
2239,2014,53,1396.0,88.73,5.0,8579,0,1,0,0
2240,2016,44,1499.0,110.4,5.0,10496,0,0,0,1
2241,2011,38,1968.0,147.51,5.0,21221,0,1,0,0
2242,2013,48,1995.0,143,5.0,25860,0,1,0,0
2243,2012,32,2179.0,138.03,7.0,6997,0,1,0,0
2244,2010,28,2179.0,120,8.0,7925,0,1,0,0
2245,2017,35,1591.0,121.3,5.0,18771,0,0,0,1
2246,2006,39,1497.0,100,5.0,2281,0,0,0,1
2247,2015,40,1995.0,184,5.0,34972,0,1,0,0
2248,2010,34,2993.0,241.4,6.0,60848,0,1,0,0
2249,2008,46,796.0,46.3,5.0,1825,0,0,0,1
2250,2011,45,1197.0,80,5.0,4411,0,0,0,1
2251,2016,34,1999.0,149.92,5.0,21144,0,0,0,1
2252,2016,66,1248.0,88.5,5.0,11941,0,1,0,0
2253,2016,35,2993.0,258,5.0,82830,0,1,0,0
2254,2012,31,2499.0,78,9.0,7225,0,1,0,0
2255,2011,48,1498.0,108.5,5.0,4943,0,1,0,0
2256,2015,41,1497.0,117.3,5.0,10800,0,0,0,1
2257,2017,47,1197.0,81.80,5.0,7073,0,0,0,1
2258,2012,45,1968.0,138.1,5.0,7606,0,1,0,0
2259,2015,43,1197.0,81.83,5.0,7530,0,0,0,1
2260,2014,35,2179.0,140,7.0,14907,0,1,0,0
2261,2019,42,2987.0,258,5.0,119872,0,1,0,0
2262,2015,54,998.0,67.04,5.0,4548,0,0,0,1
2263,2014,35,1598.0,103.2,5.0,6769,0,0,0,1
2264,2011,56,624.0,37.48,4.0,1140,0,0,0,1
2265,2016,58,1197.0,81.86,5.0,7606,1,0,0,0
2266,2014,53,1498.0,98.59,5.0,7606,0,1,0,0
2267,2015,34,1999.0,149.92,5.0,14740,0,0,0,1
2268,2015,42,1248.0,73.74,8.0,8366,0,1,0,0
2269,2017,37,2993.0,258,5.0,98879,0,1,0,0
2270,2015,47,1498.0,88.8,5.0,7773,0,1,0,0
2271,2012,38,1198.0,75,5.0,3331,0,0,0,1
2272,2012,48,1598.0,103.6,5.0,6465,0,1,0,0
2273,2013,26,2696.0,184,7.0,22057,0,1,0,0
2274,2014,46,1461.0,83.14,5.0,8594,0,1,0,0
2275,2016,30,2755.0,174.5,7.0,34227,0,1,0,0
2276,2004,26,1794.0,125,5.0,2281,0,0,0,1
2277,2012,47,1197.0,78.9,5.0,4867,0,0,0,1
2278,2012,54,1396.0,90,5.0,6845,0,1,0,0
2279,2014,60,1498.0,98.6,5.0,6845,0,1,0,0
2280,2014,52,1582.0,126.32,5.0,12169,0,1,0,0
2281,2018,42,2143.0,136,5.0,43963,0,1,0,0
2282,2015,47,1498.0,88.8,5.0,6237,0,1,0,0
2283,2017,50,1197.0,83.1,5.0,10983,0,0,0,1
2284,2014,53,1248.0,74,5.0,8823,0,1,0,0
2285,2013,32,2489.0,95,8.0,5324,0,1,0,0
2286,2013,53,1498.0,89.84,5.0,9659,0,1,0,0
2287,2015,35,2179.0,140,7.0,13462,0,1,0,0
2288,2010,43,1199.0,79.4,5.0,3042,0,0,0,1
2289,2012,40,1591.0,121.3,5.0,8366,0,0,0,1
2290,2014,44,1197.0,82,5.0,3498,0,0,0,1
2291,2014,44,1461.0,108.45,5.0,12093,0,1,0,0
2292,2016,44,1197.0,81.86,5.0,9370,0,0,0,1
2293,2012,47,1197.0,78.9,5.0,4335,0,0,0,1
2294,2016,32,1991.0,183,5.0,38030,0,0,0,1
2295,2008,37,2148.0,170,5.0,15759,0,1,0,0
2296,2016,35,1991.0,183,5.0,39551,0,0,0,1
2297,2013,52,1582.0,126.32,5.0,6617,0,1,0,0
2298,2016,35,2489.0,93.7,9.0,6845,0,1,0,0
2299,2015,62,1248.0,74,5.0,7606,0,1,0,0
2300,2014,47,1197.0,78.9,5.0,5582,0,0,0,1
2301,2014,32,2179.0,138.1,7.0,9127,0,1,0,0
2302,2018,44,1197.0,82,5.0,9644,0,0,0,1
2303,2012,39,1998.0,189.08,4.0,33466,0,0,0,1
2304,2006,31,1794.0,125,5.0,2540,0,0,0,1
2305,2014,33,1798.0,138.03,5.0,12093,0,0,0,1
2306,2018,24,2393.0,163.5,5.0,14816,0,0,0,1
2307,2011,37,1997.0,140,7.0,9127,0,1,0,0
2308,2013,41,1998.0,189.08,4.0,32706,0,0,0,1
2309,2014,78,998.0,67.04,5.0,5932,1,0,0,0
2310,2009,49,1248.0,73.9,5.0,3574,0,1,0,0
2311,2012,51,1199.0,73.9,5.0,4031,0,1,0,0
2312,2011,47,1197.0,78.9,5.0,4807,0,0,0,1
2313,2009,44,998.0,66.1,5.0,3118,0,0,0,1
2314,2013,62,998.0,58.16,5.0,4487,1,0,0,0
2315,2014,48,998.0,67.04,5.0,5932,0,0,0,1
2316,2017,56,1498.0,98.6,7.0,10161,0,1,0,0
2317,2017,49,814.0,55.2,5.0,5324,0,0,0,1
2318,2017,34,1598.0,103.52,5.0,12337,0,0,0,1
2319,2017,66,1248.0,88.5,5.0,12626,0,1,0,0
2320,2016,35,2143.0,203.2,5.0,69382,0,1,0,0
2321,2010,47,1968.0,138.1,5.0,6769,0,1,0,0
2322,2017,57,1248.0,88.5,5.0,11941,0,1,0,0
2323,2011,31,1086.0,62.1,5.0,4715,0,0,1,0
2324,2014,56,1120.0,70,5.0,5704,0,1,0,0
2325,2017,59,1248.0,88.50,7.0,11637,0,1,0,0
2326,2013,39,1197.0,80,5.0,7453,0,0,0,1
2327,2018,37,2179.0,140,7.0,25130,0,1,0,0
2328,2016,32,1798.0,157.75,5.0,21373,0,0,0,1
2329,2016,48,1373.0,91.1,5.0,10268,0,0,0,1
2330,2016,46,1582.0,126.2,5.0,13995,0,1,0,0
2331,2008,39,1497.0,118,5.0,4183,0,0,0,1
2332,2016,31,2198.0,157.7,7.0,31185,0,1,0,0
2333,2012,51,1396.0,90,5.0,6465,0,1,0,0
2334,2016,39,1497.0,121.36,5.0,9127,0,0,0,1
2335,2015,39,1197.0,80,5.0,9127,0,0,0,1
2336,2008,37,1298.0,88.2,5.0,3666,0,0,0,1
2337,2015,44,1199.0,88.7,5.0,11028,0,0,0,1
2338,2014,26,2400.0,200,7.0,35976,0,1,0,0
2339,2016,50,1197.0,83.1,5.0,9887,0,0,0,1
2340,2017,42,2143.0,136,5.0,27473,0,1,0,0
2341,2016,59,799.0,53.3,5.0,4867,0,0,0,1
2342,2017,42,1196.0,86.8,5.0,9766,0,0,0,1
2343,2015,30,2982.0,168.5,7.0,34988,0,1,0,0
2344,2013,39,1497.0,118,5.0,8975,0,0,0,1
2345,2014,36,2523.0,75,7.0,11789,0,1,0,0
2346,2012,31,1995.0,170,5.0,22818,0,1,0,0
2347,2017,57,1248.0,88.5,5.0,13690,0,1,0,0
2348,2011,27,1796.0,186,5.0,17494,0,0,0,1
2349,2012,40,1591.0,121.3,5.0,9431,0,0,0,1
2350,2017,56,1186.0,73.97,5.0,9005,0,1,0,0
2351,2016,47,1498.0,88,5.0,9568,0,1,0,0
2352,2014,42,1198.0,86.7,5.0,6267,0,0,0,1
2353,2007,23,2354.0,152,5.0,5780,0,0,0,1
2354,2014,42,1086.0,62.1,5.0,4107,0,0,0,1
2355,2017,35,2143.0,107.3,5.0,30850,0,1,0,0
2356,2014,42,1198.0,86.7,5.0,5932,0,0,0,1
2357,2014,29,2982.0,168.5,7.0,25100,0,1,0,0
2358,2011,40,1591.0,121.3,5.0,5628,0,0,0,1
2359,2016,24,2993.0,271.23,4.0,120176,0,1,0,0
2360,2013,53,1995.0,190,5.0,27366,0,1,0,0
2361,2013,51,1396.0,88.76,5.0,5932,0,1,0,0
2362,2012,43,1399.0,68,5.0,4746,0,1,0,0
2363,2007,32,1061.0,64,5.0,2510,0,0,0,1
2364,2015,44,1197.0,81.86,5.0,5324,0,0,0,1
2365,2015,32,2179.0,118.3,7.0,7377,0,1,0,0
2366,2018,45,2143.0,167.62,5.0,59662,0,1,0,0
2367,2007,47,1197.0,78.9,5.0,3042,0,0,0,1
2368,2010,27,2982.0,171,7.0,15896,0,1,0,0
2369,2016,45,2494.0,158.2,5.0,41072,0,0,0,1
2370,2011,47,1399.0,68,5.0,3422,0,1,0,0
2371,2014,44,1197.0,81.86,5.0,5248,0,0,0,1
