,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1681,2007,Petrol,Manual,Third,35,1150.0,74.9,5.0,1506
1682,2011,Petrol,Automatic,First,39,1497.0,118,5.0,6313
1683,2016,Petrol,Manual,First,39,1498.0,97.6,5.0,9431
1684,2016,Petrol,Manual,First,44,1197.0,85.8,5.0,6693
1685,2012,Diesel,Manual,First,47,1399.0,68,5.0,3194
1686,2011,Diesel,Manual,First,47,1248.0,75,5.0,3346
1687,2018,Petrol,Manual,First,43,1197.0,81.86,5.0,12686
1688,2014,Diesel,Manual,First,55,1248.0,74,5.0,6617
1689,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,10344
1690,2010,Diesel,Manual,First,45,1248.0,73.9,5.0,5020
1691,2016,Petrol,Manual,First,44,1197.0,82,5.0,7666
1692,2012,Diesel,Automatic,First,26,2953.0,153.86,7.0,13995
1693,2014,Diesel,Manual,First,51,1199.0,73.9,5.0,8670
1694,2018,Diesel,Manual,First,43,1493.0,100,7.0,12899
1695,2013,Diesel,Automatic,First,26,2993.0,306,4.0,73018
1696,2012,Diesel,Manual,First,44,1461.0,108.45,5.0,9279
1697,2010,Petrol,Manual,First,52,998.0,67.04,5.0,4183
1698,2017,Diesel,Manual,First,57,1248.0,88.5,7.0,12169
1699,2010,Petrol,Manual,First,46,796.0,46.3,5.0,2814
1700,2015,Petrol,Automatic,First,48,998.0,67,5.0,5856
1701,2017,Petrol,Manual,First,35,1196.0,73,7.0,7210
1702,2013,Diesel,Manual,First,46,1461.0,108.45,5.0,8564
1703,2011,Petrol,Manual,First,42,1061.0,64,5.0,3985
1704,2015,Petrol,Manual,First,30,1598.0,102.53,5.0,7453
1705,2006,Petrol,Manual,First,31,1799.0,130,5.0,4031
1706,2012,Diesel,Manual,First,37,2179.0,140,7.0,9112
1707,2011,Diesel,Manual,Second,49,1461.0,64.1,5.0,3650
1708,2017,Petrol,Manual,First,51,999.0,67,5.0,6465
1709,2013,Diesel,Automatic,First,35,2967.0,240,5.0,60848
1710,2008,Diesel,Manual,Second,66,1248.0,74,5.0,4107
1711,2016,Petrol,Manual,First,48,1198.0,67,5.0,4548
1712,2011,Petrol,Manual,First,43,1197.0,80,5.0,5172
1713,2016,Diesel,Automatic,Second,42,1995.0,190,5.0,46853
1714,2012,Diesel,Manual,First,48,1248.0,88.8,7.0,8899
1715,2014,Petrol,Manual,First,44,1197.0,82,5.0,6084
1716,2011,Petrol,Automatic,First,22,2996.0,254,5.0,21479
1717,2011,Diesel,Manual,First,42,1998.0,163.7,5.0,6921
1718,2015,Diesel,Automatic,First,0,2987.0,165,5.0,57806
1719,2011,Diesel,Manual,First,49,1248.0,73.9,5.0,4411
1720,2007,Petrol,Automatic,Second,27,1796.0,186,5.0,9127
1721,2016,Petrol,Manual,First,43,1197.0,81.83,5.0,10572
1722,2014,Petrol,Manual,First,47,998.0,68.05,5.0,4183
1723,2014,Diesel,Manual,First,53,1248.0,74,5.0,7758
1724,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,10268
1725,2014,Petrol,Manual,First,43,1197.0,85.80,5.0,5613
1726,2013,Diesel,Manual,First,53,1248.0,74,5.0,8290
1727,2018,Petrol,Manual,First,41,1199.0,88.7,5.0,14132
1728,2015,Petrol,Automatic,Second,39,1197.0,81.86,5.0,6084
1729,2013,Petrol,Manual,First,42,1198.0,86.7,5.0,4411
1730,2013,Petrol,Manual,First,40,1591.0,121.3,5.0,7986
1731,2014,Petrol,Manual,First,39,1497.0,116.3,5.0,8747
1732,2017,Petrol,Manual,First,35,1591.0,121.3,5.0,19958
1733,2014,Diesel,Manual,First,35,2179.0,140,7.0,11911
1734,2013,CNG,Manual,First,62,998.0,58.16,5.0,4791
1735,2013,Diesel,Manual,First,30,2494.0,102,7.0,15820
1736,2012,Diesel,Manual,First,53,1248.0,74,5.0,6617
1737,2017,Petrol,Automatic,First,52,998.0,67,5.0,7955
1738,2016,Petrol,Manual,First,44,1197.0,81.86,5.0,9142
1739,2014,Diesel,Manual,First,60,1498.0,98.6,5.0,6693
1740,2010,Diesel,Automatic,First,37,1995.0,181,5.0,19395
1741,2011,Petrol,Manual,First,36,1196.0,70,5.0,3650
1742,2018,Petrol,Manual,First,39,1198.0,73.75,5.0,8686
1743,2015,Diesel,Manual,Second,53,1498.0,89.84,5.0,8351
1744,2004,Petrol,Manual,Second,30,1343.0,90,5.0,1977
1745,2014,Diesel,Manual,First,37,2179.0,140,7.0,12930
1746,2012,Diesel,Manual,First,30,2982.0,168.5,7.0,19760
1747,2017,Petrol,Manual,First,44,1197.0,81.86,5.0,7606
1748,2017,Diesel,Automatic,First,66,1248.0,73.75,5.0,13690
1749,2016,Diesel,Manual,First,53,1248.0,74,5.0,7940
1750,2012,Petrol,Manual,First,38,1198.0,73.9,5.0,5780
1751,2019,Petrol,Manual,First,42,1197.0,78.9,5.0,11059
1752,2016,Petrol,Manual,First,51,1197.0,81.80,5.0,7758
1753,2013,Diesel,Automatic,First,33,2143.0,203,5.0,44115
1754,2013,Petrol,Manual,First,44,998.0,67.1,5.0,4411
1755,2012,Petrol,Manual,First,61,624.0,35,4.0,2099
1756,2011,Petrol,Manual,First,31,1798.0,157.8,5.0,8366
1757,2016,Petrol,Automatic,First,40,1197.0,103.5,5.0,11028
1758,2014,Diesel,Manual,First,52,1582.0,126.32,5.0,10618
1759,2017,Diesel,Manual,First,53,1248.0,74,5.0,7986
1760,2013,Petrol,Manual,First,49,814.0,55.2,5.0,2966
1761,2014,Diesel,Automatic,First,40,1968.0,174.33,5.0,37269
1762,2013,Diesel,Manual,First,30,2494.0,100,7.0,12641
1763,2012,Diesel,Automatic,First,27,2987.0,254.8,5.0,54763
1764,2015,Diesel,Manual,First,57,1120.0,71,5.0,8366
1765,2011,Petrol,Automatic,First,27,2354.0,177.6,5.0,8959
1766,2016,Diesel,Manual,First,47,1498.0,103.2,5.0,12093
1767,2010,Petrol,Manual,First,39,1197.0,80,5.0,4183
1768,2012,Diesel,Manual,First,53,1582.0,126.24,5.0,9507
1769,2015,Diesel,Manual,First,47,1399.0,68.05,5.0,7530
1770,2019,Petrol,Manual,First,43,1197.0,81.83,5.0,9538
1771,2017,Diesel,Manual,First,56,1582.0,126.2,5.0,13158
1772,2014,Petrol,Manual,First,44,1197.0,82,5.0,5324
1773,2015,Diesel,Automatic,First,33,1968.0,174.3,5.0,53242
1774,2015,Petrol,Manual,First,41,1298.0,85.8,5.0,6769
1775,2012,Petrol,Manual,First,43,1197.0,80,5.0,4031
1776,2017,Diesel,Manual,First,59,1198.0,77,5.0,7149
1777,2014,Diesel,Automatic,First,42,1582.0,126.2,5.0,13538
1778,2017,Diesel,Manual,First,40,1956.0,170,5.0,26545
1779,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,14573
1780,2012,Petrol,Manual,First,33,1798.0,138.03,5.0,9461
1781,2013,Diesel,Manual,First,35,2179.0,140,7.0,11865
1782,2016,Diesel,Automatic,First,48,1995.0,190,5.0,42213
1783,2015,Diesel,Manual,Second,53,1396.0,88.73,5.0,10648
1784,2017,Diesel,Automatic,First,27,2987.0,254.79,5.0,98681
1785,2013,Diesel,Manual,Second,40,1998.0,163.7,5.0,9887
1786,2011,Petrol,Manual,Second,43,1197.0,80,5.0,4107
1787,2012,Petrol,Manual,Second,45,1198.0,86.8,5.0,3803
1788,2013,Diesel,Manual,First,45,1461.0,84.8,7.0,5932
1789,2015,Petrol,Manual,First,38,1198.0,73.9,5.0,6008
1790,2010,Petrol,Manual,Second,47,1197.0,78.9,5.0,3194
1791,2009,Diesel,Automatic,Third,42,1991.0,147.9,4.0,5324
1792,2007,Petrol,Manual,Second,46,1086.0,68.05,5.0,3042
1793,2014,Diesel,Manual,First,48,1248.0,88.76,7.0,8138
1794,2013,Diesel,Manual,First,60,1498.0,98.6,5.0,5780
1795,2016,Petrol,Automatic,First,36,1595.0,122,5.0,26241
1796,2018,Petrol,Manual,First,44,1197.0,81.86,5.0,8412
1797,2009,Petrol,Manual,Third,47,1197.0,78.9,5.0,2966
1798,2017,Diesel,Manual,First,66,1248.0,74,5.0,12474
1799,1999,Petrol,Manual,First,30,1343.0,90,5.0,1369
1800,2013,Diesel,Manual,Third,30,2494.0,100.6,7.0,9887
1801,2014,Diesel,Automatic,First,55,1998.0,112,5.0,29526
1802,2016,Petrol,Manual,First,36,1368.0,112.4,5.0,10009
1803,2011,Petrol,Manual,Second,34,1399.0,92.7,5.0,3194
1804,2008,Petrol,Manual,Second,46,1086.0,68.05,5.0,3042
1805,2015,Diesel,Manual,First,57,1120.0,71,5.0,5628
1806,2014,Petrol,Automatic,First,54,998.0,67.04,5.0,5780
1807,2014,Petrol,Manual,First,47,1197.0,78.9,5.0,4943
1808,2015,Diesel,Manual,First,46,1461.0,83.8,5.0,8412
1809,2011,Diesel,Automatic,Second,53,1995.0,190,5.0,16581
1810,2018,Petrol,Manual,First,44,1197.0,82,5.0,7758
1811,2009,Petrol,Manual,Second,42,995.0,62,5.0,2433
1812,2018,Petrol,Manual,First,40,1497.0,117.3,5.0,17113
1813,2013,Diesel,Manual,First,48,1598.0,103.6,5.0,8975
1814,2012,Diesel,Automatic,First,27,2982.0,169,7.0,21905
1815,2011,Petrol,Manual,First,39,1497.0,118,5.0,5476
1816,2017,Diesel,Automatic,First,42,1995.0,190,5.0,61609
1817,2014,Diesel,Automatic,Second,33,1968.0,174.3,5.0,59251
1818,2014,Diesel,Manual,First,54,1248.0,73.94,5.0,5476
1819,2016,Diesel,Automatic,First,49,1498.0,103.2,5.0,10831
1820,2016,Diesel,Manual,First,61,1498.0,98.6,5.0,11439
1821,2012,Diesel,Automatic,Second,35,1968.0,140.8,5.0,15744
1822,2014,Petrol,Manual,First,35,1598.0,103.52,5.0,10648
1823,2011,Diesel,Manual,First,27,2982.0,171,7.0,16505
1824,2010,Diesel,Manual,First,38,1991.0,123.7,5.0,3574
1825,2014,Petrol,Manual,First,35,1196.0,73,7.0,4411
1826,2017,Petrol,Manual,First,48,1373.0,91.1,5.0,11637
1827,2016,Diesel,Manual,First,66,1248.0,88.5,5.0,9735
1828,2014,Diesel,Manual,First,30,2494.0,100.6,7.0,15364
1829,2014,Petrol,Manual,First,44,1197.0,85.8,5.0,6465
1830,2019,Diesel,Automatic,First,26,2755.0,171.5,7.0,29891
1831,2017,Diesel,Manual,First,58,1396.0,69,5.0,6693
1832,2012,Petrol,Manual,First,43,1197.0,82.85,5.0,4943
1833,2012,Diesel,Manual,First,41,1399.0,68,5.0,4259
1834,2015,Diesel,Manual,First,42,1248.0,73.74,8.0,6541
1835,2006,Diesel,Manual,Third,41,1399.0,68,5.0,2357
1836,2007,Petrol,Manual,Second,25,2354.0,152,5.0,7149
1837,2017,Petrol,Manual,First,43,1199.0,88.7,5.0,10755
1838,2018,Diesel,Automatic,First,25,2987.0,258,7.0,120176
1839,2018,Petrol,Manual,First,44,1197.0,81.86,5.0,8747
1840,2012,Petrol,Manual,First,43,1197.0,85.80,5.0,4943
1841,2017,Diesel,Automatic,First,51,1498.0,108.495,5.0,13523
1842,2015,Petrol,Manual,First,40,1497.0,117.3,5.0,8975
1843,2016,Petrol,Manual,First,43,1199.0,88.7,5.0,7530
1844,2014,Diesel,Manual,First,41,1248.0,75,5.0,5704
1845,2017,Diesel,Automatic,First,40,1582.0,126.2,5.0,16687
1846,2014,Diesel,Automatic,Second,33,2967.0,241.4,5.0,37939
1847,2014,Petrol,Manual,First,49,814.0,55.2,5.0,2996
1848,2010,Diesel,Manual,Second,47,1399.0,68,5.0,2129
1849,2018,Petrol,Manual,First,39,1198.0,73.75,5.0,11059
1850,2013,Diesel,Manual,First,50,1461.0,84.8,5.0,6084
1851,2015,Petrol,Manual,First,43,1199.0,88.7,5.0,7225
1852,2015,Petrol,Manual,First,39,1197.0,80,5.0,7758
1853,2012,Diesel,Automatic,First,35,2967.0,241.4,5.0,24506
1854,2014,Diesel,Automatic,First,26,2696.0,184,7.0,16048
1855,2017,Diesel,Automatic,First,30,2755.0,174.5,7.0,45636
1856,2002,Diesel,Manual,First,43,1896.0,66,5.0,2433
1857,2012,Diesel,Automatic,First,37,2148.0,170,5.0,28127
1858,2018,Petrol,Manual,First,48,1373.0,91.1,5.0,15151
1859,2013,Diesel,Manual,Second,53,1248.0,74,5.0,7225
1860,2002,Diesel,Manual,Third,30,2446.0,75,10.0,5552
1861,2012,Diesel,Automatic,Second,39,2495.0,218,5.0,23578
1862,2013,Diesel,Manual,First,24,2835.0,116.9,6.0,17980
1863,2008,Petrol,Manual,First,31,1794.0,125,5.0,3118
1864,2016,CNG,Manual,First,62,998.0,58.16,5.0,5020
1865,2013,Petrol,Manual,First,39,796.0,34.2,8.0,3422
1866,2014,Diesel,Automatic,First,41,1968.0,174.33,5.0,30606
1867,2017,CNG,Manual,First,58,1197.0,81.86,5.0,7530
1868,2016,Diesel,Manual,First,64,1498.0,98.6,5.0,11378
1869,2004,Petrol,Automatic,Second,24,1796.0,157.7,5.0,8366
1870,2013,Diesel,Automatic,First,38,1968.0,147.51,5.0,20064
1871,2012,Petrol,Manual,First,44,1197.0,85.8,5.0,5856
1872,2016,Diesel,Manual,First,66,1248.0,73.75,5.0,8747
1873,2014,Diesel,Manual,First,35,2179.0,140,7.0,13690
1874,2012,Petrol,Manual,First,43,1199.0,79.4,5.0,3361
1875,2017,Diesel,Manual,First,54,1498.0,98.96,5.0,12306
1876,2017,Diesel,Automatic,First,34,2993.0,258,5.0,73976
1877,2015,Diesel,Automatic,Second,33,1968.0,174.3,5.0,60042
1878,2015,Diesel,Automatic,Second,48,1995.0,190,5.0,33831
1879,2009,Petrol,Automatic,First,45,1197.0,80,5.0,3955
1880,2016,Diesel,Automatic,First,40,1582.0,126.2,5.0,18254
1881,2014,Diesel,Automatic,First,40,1968.0,174.33,5.0,27381
1882,2007,Petrol,Automatic,Third,23,3498.0,364.9,5.0,15196
1883,2012,Petrol,Manual,First,47,1197.0,78.9,5.0,3726
1884,2017,Diesel,Manual,First,54,1498.0,98.96,5.0,13675
1885,2011,Diesel,Manual,First,48,1598.0,103.6,5.0,4791
1886,2017,Diesel,Manual,First,66,1248.0,73.75,5.0,12474
1887,2016,Diesel,Manual,First,36,1997.0,120,7.0,17494
1888,2016,Diesel,Manual,First,53,1396.0,88.73,5.0,11104
1889,2008,Petrol,Manual,First,46,796.0,46.3,5.0,2418
1890,2015,Petrol,Manual,Second,47,1197.0,78.9,5.0,4791
1891,2015,Diesel,Manual,Second,36,2179.0,120,7.0,12930
1892,2010,Diesel,Manual,First,45,1199.0,75,5.0,4563
1893,2012,Diesel,Automatic,First,35,2993.0,258,5.0,31945
1894,2016,Diesel,Manual,First,64,1498.0,98.6,5.0,11789
1895,2013,Diesel,Automatic,First,23,2148.0,170,5.0,34988
1896,2016,Diesel,Automatic,First,37,2179.0,140,7.0,20916
1897,2017,Petrol,Automatic,First,42,1497.0,117.3,5.0,12610
1898,2014,Diesel,Manual,First,53,1248.0,74,5.0,8807
1899,2017,Diesel,Automatic,First,34,2143.0,170,5.0,46397
1900,2011,Petrol,Manual,First,39,1497.0,118,5.0,5780
1901,2014,Diesel,Manual,First,35,2956.0,83.8,7.0,6769
1902,2012,Petrol,Manual,First,43,1197.0,82.85,5.0,5020
1903,2009,Diesel,Manual,Second,47,1248.0,91.2,5.0,2662
1904,2011,Petrol,Automatic,Second,30,1799.0,130,5.0,8366
1905,2017,Diesel,Manual,First,46,1582.0,126.2,5.0,20308
1906,2017,Diesel,Automatic,Second,47,1968.0,143,5.0,34227
1907,2013,Petrol,Manual,Second,39,1591.0,121.3,5.0,7986
1908,2011,Diesel,Manual,First,51,1396.0,90,5.0,5704
1909,2015,Diesel,Manual,First,56,1498.0,98.6,7.0,9614
1910,2018,Diesel,Automatic,First,52,1582.0,126.32,5.0,11789
1911,2006,Petrol,Manual,Second,35,1596.0,101,5.0,2084
1912,2010,Petrol,Manual,First,47,1197.0,78.9,5.0,3194
1913,2016,Diesel,Manual,First,57,1248.0,88.5,5.0,14147
1914,2015,Diesel,Manual,First,30,2494.0,100.6,7.0,18254
1915,2017,Diesel,Automatic,First,42,2143.0,136,5.0,35748
1916,2006,Petrol,Manual,First,46,796.0,46.3,5.0,2738
1917,2013,Diesel,Automatic,Second,34,2143.0,170,5.0,19015
1918,2015,Diesel,Manual,First,53,1248.0,74,5.0,7210
1919,2016,Petrol,Manual,First,44,1197.0,82,5.0,8260
1920,2018,Diesel,Automatic,Second,29,2982.0,168.5,7.0,48100
1921,2011,Petrol,Manual,First,29,1998.0,132,8.0,9583
1922,2017,Diesel,Manual,First,53,1498.0,98.59,5.0,12854
1923,2016,Petrol,Manual,First,42,1196.0,86.8,5.0,7606
1924,2011,Diesel,Manual,First,27,2982.0,171,7.0,19775
1925,2012,Petrol,Manual,First,44,1197.0,85.8,5.0,7149
1926,2018,Petrol,Automatic,First,28,2979.0,320,5.0,142492
1927,2012,Petrol,Manual,First,30,1798.0,160,5.0,5020
1928,2009,Petrol,Manual,Second,44,1061.0,67,5.0,2297
1929,2013,Diesel,Manual,First,44,1461.0,108.45,5.0,9264
1930,2015,Petrol,Manual,First,48,1373.0,91.1,5.0,9051
1931,2012,Diesel,Manual,First,53,1582.0,126.24,5.0,13690
1932,2015,Diesel,Automatic,First,50,1498.0,103.52,5.0,6465
1933,2013,Diesel,Automatic,First,34,2143.0,170,5.0,35748
1934,2011,Petrol,Automatic,First,27,2354.0,177.6,5.0,9659
1935,2014,Petrol,Manual,First,54,998.0,67.04,5.0,5172
1936,2017,Petrol,Automatic,First,28,2979.0,320,5.0,141473
1937,2014,Diesel,Automatic,First,53,1995.0,190,5.0,32858
1938,2011,Diesel,Manual,First,48,1598.0,103.6,5.0,6084
1939,2018,Diesel,Manual,First,55,1248.0,74,5.0,8366
1940,2012,Diesel,Automatic,First,29,2179.0,147.51,5.0,29283
1941,2012,Diesel,Manual,First,51,1396.0,90,5.0,6008
1942,2012,Diesel,Manual,Second,66,1248.0,73.75,5.0,6465
1943,2018,Diesel,Manual,First,40,1956.0,170,5.0,25891
1944,2012,Diesel,Manual,First,48,1248.0,88.76,7.0,9887
1945,2011,Petrol,Manual,First,36,1196.0,70,5.0,4487
1946,2013,Diesel,Manual,First,50,1364.0,86.79,5.0,10831
1947,2018,Diesel,Automatic,First,57,1248.0,88.5,5.0,17113
1948,2009,Petrol,Manual,First,39,1497.0,118,5.0,4183
1949,2015,Diesel,Manual,First,36,2179.0,120,7.0,18254
1950,2014,Petrol,Manual,First,47,1197.0,81.86,5.0,5582
1951,2008,Petrol,Manual,First,36,1390.0,75,5.0,3498
1952,2008,Diesel,Manual,First,43,1896.0,66,5.0,3346
1953,2014,Diesel,Automatic,First,28,2987.0,224,7.0,62370
1954,2016,Diesel,Automatic,First,48,1995.0,190,5.0,43354
1955,2015,Petrol,Manual,First,35,1598.0,103.2,5.0,8351
1956,2013,Diesel,Automatic,Second,38,1968.0,147.51,5.0,26621
1957,2009,Diesel,Manual,First,32,1399.0,68,5.0,3027
1958,2016,Diesel,Manual,First,52,1582.0,126.3,5.0,10100
1959,2017,Diesel,Manual,First,32,2393.0,147.8,7.0,25100
1960,2016,Petrol,Manual,First,44,1197.0,82,5.0,7606
1961,2017,Petrol,Manual,First,39,1198.0,73.75,5.0,8214
1962,2017,Petrol,Manual,First,59,799.0,53.3,5.0,4548
1963,2011,Petrol,Manual,First,39,1497.0,118,5.0,6237
1964,2018,Petrol,Automatic,First,44,1197.0,81.86,5.0,10283
1965,2016,Petrol,Manual,Second,44,999.0,75,5.0,8366
1966,2014,Diesel,Manual,First,59,1248.0,74,5.0,9112
1967,2012,Diesel,Manual,First,50,1461.0,84.8,5.0,3939
1968,2013,Diesel,Automatic,First,38,2179.0,187.7,5.0,40692
1969,2016,Diesel,Manual,First,66,1248.0,88.5,5.0,12930
1970,2011,Diesel,Automatic,First,30,1968.0,167.6,5.0,34988
1971,2014,Petrol,Manual,First,36,1196.0,70.02,5.0,5096
1972,2012,Diesel,Automatic,Second,27,2199.0,194.3,7.0,16353
1973,2013,Diesel,Manual,First,28,2179.0,120,8.0,9568
1974,2014,Diesel,Manual,First,46,1461.0,108.45,5.0,11789
1975,2012,Diesel,Automatic,First,35,1968.0,140.8,5.0,20536
1976,2013,Petrol,Manual,First,35,1196.0,73,7.0,5704
1977,2011,Diesel,Manual,Second,32,2498.0,112,7.0,5704
1978,2006,Petrol,Manual,Second,44,998.0,67.1,5.0,2281
1979,2005,Petrol,Manual,First,32,1061.0,64,5.0,2205
1980,2013,Petrol,Manual,First,36,1586.0,103.3,5.0,6267
1981,2016,Diesel,Manual,First,32,2393.0,147.8,7.0,26028
1982,2015,Diesel,Manual,Second,30,2494.0,100.6,7.0,15592
1983,2011,Diesel,Manual,First,51,1199.0,73.9,5.0,3787
1984,2015,Petrol,Manual,Second,39,1496.0,88.73,5.0,5856
1985,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,9507
1986,2015,Diesel,Manual,First,56,1120.0,70,5.0,7423
1987,2016,Petrol,Automatic,First,42,1497.0,117.3,5.0,14375
1988,2007,Diesel,Manual,Second,30,2494.0,102,8.0,7301
1989,2012,Petrol,Manual,First,49,814.0,55.2,5.0,3027
1990,2010,Petrol,Manual,First,47,1197.0,78.9,5.0,4259
1991,2011,Petrol,Automatic,Second,28,1796.0,185,5.0,33466
1992,2012,Diesel,Manual,First,37,2523.0,62.1,7.0,6541
1993,2014,Diesel,Automatic,First,47,1968.0,138.1,5.0,14831
1994,2015,Petrol,Manual,First,47,1197.0,81.80,5.0,8975
1995,2013,Diesel,Automatic,First,38,1968.0,147.51,5.0,22057
1996,2009,Diesel,Manual,Second,41,1399.0,68,5.0,3650
1997,2008,Petrol,Manual,Second,35,1586.0,104.68,5.0,3209
1998,2017,Petrol,Automatic,First,44,1197.0,82,5.0,11561
1999,2012,Petrol,Automatic,First,40,1197.0,85.80,5.0,5476
2000,2013,Diesel,Manual,First,24,2179.0,120,8.0,9127
2001,2014,Diesel,Manual,First,36,2179.0,120,7.0,11333
2002,2011,Petrol,Manual,First,46,796.0,46.3,5.0,3194
2003,2013,Diesel,Manual,Second,44,1461.0,108.45,5.0,7910
2004,2017,Petrol,Manual,First,49,1197.0,81.80,5.0,9674
2005,2015,Diesel,Manual,First,30,2494.0,100.6,7.0,17676
2006,2015,Diesel,Automatic,Second,39,2993.0,261.49,5.0,66325
2007,2009,Diesel,Manual,Second,31,1991.0,142,5.0,7453
2008,2015,Diesel,Manual,First,44,1461.0,108.45,5.0,10192
2009,2013,CNG,Manual,First,78,998.0,67.04,5.0,4639
2010,2014,Diesel,Automatic,First,40,1968.0,174.33,5.0,38030
2011,2018,Diesel,Manual,First,40,1956.0,170,5.0,28979
2012,2015,Petrol,Manual,First,40,1396.0,105.5,5.0,6845
2013,2013,Petrol,Manual,First,42,1198.0,86.7,5.0,6313
2014,2015,Diesel,Manual,First,46,1582.0,126.2,5.0,18102
2015,2011,Petrol,Manual,First,46,1086.0,68.05,5.0,3194
2016,2016,Diesel,Manual,First,43,1493.0,100,7.0,10572
2017,2008,Petrol,Manual,Second,41,1298.0,85.8,5.0,3650
2018,2007,Petrol,Manual,First,31,1495.0,94,5.0,4031
2019,2014,Diesel,Manual,First,35,2179.0,140,7.0,13690
2020,2012,Petrol,Manual,First,49,998.0,67.1,5.0,3194
2021,2011,Petrol,Manual,Second,43,1199.0,79.4,5.0,3803
2022,2009,Diesel,Automatic,First,29,2698.0,179.5,5.0,13614
2023,2017,Diesel,Automatic,First,48,1496.0,113.98,5.0,51721
2024,2015,Petrol,Manual,First,41,1193.0,88.7,5.0,6084
2025,2014,Diesel,Manual,First,61,1498.0,98.6,5.0,6769
2026,2010,Petrol,Manual,First,43,1199.0,79.4,5.0,2281
2027,2011,Diesel,Automatic,Second,38,1968.0,140,5.0,22057
2028,2015,Diesel,Manual,First,61,1498.0,99,5.0,12793
2029,2014,Diesel,Automatic,Second,44,1582.0,126.32,5.0,8290
2030,2015,Petrol,Automatic,First,42,1497.0,117.3,5.0,13538
2031,2012,Petrol,Manual,First,47,1197.0,78.9,5.0,5552
2032,2015,Diesel,Automatic,Second,43,1995.0,190,5.0,44115
2033,2013,Diesel,Automatic,First,38,1968.0,147.51,5.0,20536
2034,2008,Petrol,Automatic,First,23,2354.0,152,5.0,8214
2035,2016,Petrol,Manual,First,44,1197.0,81.86,5.0,8959
2036,2016,Diesel,Manual,First,66,1248.0,88.5,5.0,12854
2037,2011,Petrol,Manual,First,40,1497.0,117.3,5.0,6084
2038,2013,Diesel,Automatic,First,22,2993.0,313,4.0,68454
2039,2016,Petrol,Automatic,First,54,998.0,67.04,5.0,5993
2040,2011,Diesel,Automatic,Second,32,1995.0,148,5.0,12169
2041,2013,Diesel,Manual,First,47,1399.0,68,5.0,6237
2042,2006,Diesel,Manual,First,30,2494.0,102,7.0,9507
2043,2015,Diesel,Manual,First,66,1248.0,73.75,5.0,7986
2044,2019,Petrol,Automatic,First,44,2996.0,362.07,2.0,127721
2045,2013,Diesel,Automatic,First,37,1950.0,194,5.0,31945
2046,2015,Petrol,Manual,First,44,1197.0,81.86,5.0,6541
2047,2014,Petrol,Manual,First,40,1497.0,117.3,7.0,7986
2048,2010,Petrol,Automatic,Second,27,4806.0,550,5.0,48679
2049,2013,Diesel,Manual,First,40,1493.0,100,7.0,5932
2050,2007,Petrol,Manual,Third,31,1794.0,125,5.0,3346
2051,2016,Diesel,Manual,First,59,1198.0,77,6.0,5628
2052,2010,Petrol,Automatic,Second,25,2497.0,215,5.0,17144
2053,2013,Petrol,Manual,First,53,796.0,47.3,5.0,3666
2054,2015,Diesel,Automatic,First,36,1968.0,174.33,5.0,28903
2055,2015,Diesel,Manual,Second,55,1364.0,67.05,5.0,8823
2056,2016,Diesel,Manual,First,35,2179.0,140,7.0,20566
2057,2015,Diesel,Manual,First,30,2982.0,168.7,7.0,37269
2058,2014,CNG,Manual,First,57,1193.0,55.23,5.0,4943
2059,2017,Diesel,Automatic,First,42,2143.0,201.15,5.0,86298
2060,2015,Diesel,Manual,First,46,1582.0,126.2,5.0,15136
2061,2012,Petrol,Automatic,First,39,1497.0,118,5.0,8366
2062,2015,Diesel,Automatic,First,40,1968.0,174.33,5.0,38030
2063,2009,Petrol,Manual,First,40,993.0,60,5.0,1521
2064,2011,Petrol,Manual,Second,46,796.0,46.3,5.0,3270
2065,2018,Petrol,Automatic,First,50,1197.0,83.1,5.0,12002
2066,2015,Diesel,Manual,First,37,2179.0,140,7.0,15592
2067,2007,Petrol,Manual,First,44,1194.0,94.68,5.0,9127
2068,2017,Petrol,Manual,First,43,1197.0,81.86,5.0,11454
2069,2018,Diesel,Automatic,First,45,2143.0,167.62,5.0,60012
2070,2014,Petrol,Manual,First,41,1497.0,117.3,5.0,8883
2071,2017,Petrol,Manual,First,44,1499.0,110.4,5.0,13158
2072,2017,Petrol,Manual,First,50,1197.0,83.1,5.0,11774
2073,2008,Petrol,Manual,First,47,1197.0,78.9,5.0,3803
2074,2007,Diesel,Manual,Second,30,2494.0,102,8.0,8670
2075,2016,Petrol,Manual,First,50,1197.0,83.1,5.0,8823
2076,2012,Diesel,Automatic,First,28,2967.0,241.4,7.0,55524
2077,2012,Diesel,Automatic,Second,30,2199.0,194.3,7.0,14451
2078,2013,Petrol,Manual,First,39,1497.0,118,5.0,6921
2079,2012,Diesel,Manual,First,51,1396.0,90,5.0,5932
2080,2007,Diesel,Manual,First,31,2523.0,63,7.0,4107
2081,2017,Diesel,Automatic,First,30,2755.0,174.5,7.0,47157
2082,2009,Petrol,Automatic,Second,25,2497.0,215,5.0,15668
2083,2010,Diesel,Automatic,First,37,1995.0,181,5.0,11789
